"sentence","label","knowledge_dimension","cognitive_process"
"Appraise handling method for lead-free solder; critique applied protocol from shelf S4; evaluate technique via joint 5.","Conceptual_Evaluate","Conceptual","Evaluate"
"Create classification framework for din rail; develop categorization scheme from station ST1; design methodology via suction cup C.","Conceptual_Create","Conceptual","Create"
"Summarize the key features of potentiometer dial; explain the model differences from shelf S10.","Factual_Understand","Factual","Understand"
"Investigate performance degradation for polyethylene tube; analyze error patterns from bin A5; examine failure modes of depth camera 1.","Metacognitive_Analyze","Metacognitive","Analyze"
"Describe the physical shape of pressure gauge; summarize the material composition from sorting bench 3.","Factual_Understand","Factual","Understand"
"Apply priority protocol to relay module; use urgency rules from bin B4.","Conceptual_Apply","Conceptual","Apply"
"Formulate recovery strategy for pressure gauge; generate self-diagnosis from bin B3.","Metacognitive_Create","Metacognitive","Create"
"Apply error correction for nickel alloy rod; use self-debugging from station ST2.","Metacognitive_Apply","Metacognitive","Apply"
"Plan testing methodology for silicon wafer; create validation procedure from shelf S7; design verification for lidar unit 3.","Procedural_Create","Procedural","Create"
"Test functionality of tennis ball from shelf S9; check operational status; verify using joint 1 in under 10s.","Factual_Evaluate","Factual","Evaluate"
"Debug resource allocation for ceramic capacitor; analyze capacity management from station ST2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Assemble potentiometer dial components gently; construct complete unit from storage unit 4; build final assembly using vision sensor 3.","Factual_Create","Factual","Create"
"Inspect chemical flask for defects from workcell W6; review quality markers; evaluate via magnetic head 2 scan.","Factual_Evaluate","Factual","Evaluate"
"Run testing procedure for solenoid valve; execute validation from the table 1; perform verification on vision sensor 3 methodically.","Procedural_Apply","Procedural","Apply"
"Interpret assembly instructions for stepper driver; explain construction sequence from the table 3.","Procedural_Understand","Procedural","Understand"
"Carry out assembly for quartz crystal; execute construction steps from zone Z3.","Procedural_Apply","Procedural","Apply"
"Name storage category for carbon fiber sheet; recall environment class from workcell W6; identify handling group via suction cup B.","Conceptual_Remember","Conceptual","Remember"
"Generate packaging for nylon gear; create protective case from bin C1; design container using torque sensor 3.","Factual_Create","Factual","Create"
"Describe the texture of thermal compound tube surface; summarize the dimensions from shelf S7; illustrate the weight distribution via encoder module 2.","Factual_Understand","Factual","Understand"
"State calibration procedure for gas detector; recall adjustment steps from workcell W1; list tuning sequence for servo controller 1.","Procedural_Remember","Procedural","Remember"
"List the serial number of the terminal block from shelf S9; identify the manufacturing date using pneumatic gripper 1.","Factual_Remember","Factual","Remember"
"Apply error correction for hydraulic pump; use self-debugging from station ST1.","Metacognitive_Apply","Metacognitive","Apply"
"Illustrate workflow for metal gear; explain process flow from rack R5; describe sequence for force sensor B.","Procedural_Understand","Procedural","Understand"
"Probe epoxy resin block for hidden damage from bin A2; investigate internal components; explore quality using force sensor C.","Factual_Analyze","Factual","Analyze"
"Adapt learning rate for hydraulic pump; adjust acquisition approach from sorting bench 1.","Metacognitive_Apply","Metacognitive","Apply"
"Construct theoretical framework for epoxy resin block; develop conceptual model from rack R1; create hierarchy via gripper D.","Conceptual_Create","Conceptual","Create"
"Describe the texture of plastic bag surface; summarize the dimensions from the table 3.","Factual_Understand","Factual","Understand"
"Compare safety categories for fiber optic cable; distinguish risk classes from storage unit 5; analyze groupings via ultrasonic sensor 1.","Conceptual_Analyze","Conceptual","Analyze"
"Segment the polycarbonate shield batch from station ST2; partition by category.","Factual_Analyze","Factual","Analyze"
"Contrast protocol types for cable gland; compare procedure categories from workcell W2; analyze method differences via lidar unit 1.","Conceptual_Analyze","Conceptual","Analyze"
"Name protocol type for glass vial; recall procedure class from sorting bench 3; identify method category via pneumatic gripper 1.","Conceptual_Remember","Conceptual","Remember"
"Deconstruct the polycarbonate shield assembly from zone Z2; break down the component list; analyze structure via servo controller 1.","Factual_Analyze","Factual","Analyze"
"Evaluate calibration accuracy for fuse holder; assess adjustment precision from shelf S6; rate tuning of magnetic head 3.","Procedural_Evaluate","Procedural","Evaluate"
"Examine decision process for humidity sensor; analyze reasoning patterns from the table 5; investigate choice mechanism of lidar unit 3.","Metacognitive_Analyze","Metacognitive","Analyze"
"Rate adaptation effectiveness for teflon washer; evaluate adjustment quality from bin C1.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Generate new label for fuse holder; create identification tag from workcell W3; produce barcode via laser scanner 2.","Factual_Create","Factual","Create"
"Recall classification group for metal gear; identify item family from bin B2; name standard category for encoder module 1.","Conceptual_Remember","Conceptual","Remember"
"Formulate awareness enhancement for proximity switch; create attention optimization from zone Z5.","Metacognitive_Create","Metacognitive","Create"
"Recognize decision history for tea cup; identify previous choices from storage unit 6.","Metacognitive_Remember","Metacognitive","Remember"
"Implement settings on din rail; apply the configuration from the table 1; use the preset mode of suction cup B efficiently.","Factual_Apply","Factual","Apply"
"Critique error recovery for plastic bag; evaluate fault handling from conveyor belt 1; assess resilience of rotary actuator 2.","Metacognitive_Evaluate","Metacognitive","Evaluate"
"Describe the texture of nylon gear surface; summarize the dimensions from storage unit 1; illustrate the weight distribution via joint 5.","Factual_Understand","Factual","Understand"
"Enumerate startup sequence for nickel alloy rod; recall initialization steps from the table 3; list boot procedure for torque sensor 3.","Procedural_Remember","Procedural","Remember"
"Recall the dimensions of vibration monitor from workcell W8; identify the color code.","Factual_Remember","Factual","Remember"
"Apply self-monitoring during sapphire lens task; use awareness techniques from zone Z2.","Metacognitive_Apply","Metacognitive","Apply"
"Recognize material class of temperature probe; name composition category from shelf S9; recall substance group via pneumatic gripper 2.","Conceptual_Remember","Conceptual","Remember"
"Probe awareness effectiveness for aluminum bracket; analyze attention patterns from conveyor belt 1; investigate focus of vacuum generator 2.","Metacognitive_Analyze","Metacognitive","Analyze"
"Investigate performance degradation for flow regulator; analyze error patterns from shelf S3; examine failure modes of pressure pad sensor.","Metacognitive_Analyze","Metacognitive","Analyze"
"Examine workflow bottlenecks for pressure gauge; troubleshoot delay from sorting bench 3.","Procedural_Analyze","Procedural","Analyze"
"Demonstrate procedure category for humidity sensor; apply method rules from shelf S2; use protocol type via rotary actuator 2 consistently.","Conceptual_Apply","Conceptual","Apply"
"Formulate error prevention for solenoid valve; create fault tolerance from conveyor belt 1; develop resilience framework for gripper D.","Metacognitive_Create","Metacognitive","Create"
